	HAVE_CRYPTO	HAVE_HASH	HAVE_REPLICATION	HAVE_VERIFY	HAVE_SEQUENCE	HAVE_STATISTICS	DIAGNOSTIC	PAGESIZE	PS1K	PS4K	PS8K	PS16K	PS32K	CACHESIZE	CS32MB	CS16MB	CS64MB	CS512MB	measured_value
600	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0,631542692307692
601	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,384385692307692
602	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1,26100805405405
603	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0,643458307692308
604	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0,630553794871795
605	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1,25427547368421
606	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1,24267964102564
607	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0,633665897435897
608	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1,24158476315789
609	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0,630504846153846
610	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1,25150351282051
611	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0,638332128205128
612	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,355221461538462
613	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0,627514842105263
614	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1,25146228205128
615	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1,249853575
616	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0,634213025641025
617	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1,30764697297297
618	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0,640399923076923
619	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1,31121941025641
620	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0,638432769230769
621	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0,643212743589744
622	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1,25851051282051
623	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,387198435897436
624	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1,27334031578947
625	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0,657110923076923
626	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1,30806636842105
627	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0,647043025641026
628	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1,27749969230769
629	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0,65416458974359
630	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0,649239512820513
631	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1,30834287179487
632	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1,25543302631579
633	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0,618145461538462
634	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2,03424276923077
635	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1,2566481025641
636	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0,633223384615385
637	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1,2577545
638	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0,640325230769231
639	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0,628673333333333
640	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1,26750769230769
641	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1,24799484615385
642	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0,636637256410257
643	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1,31052258974359
644	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0,643523230769231
645	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2,03903692307692
646	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1,30971221052632
647	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0,645878384615385
648	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0,648949487179487
649	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1,31637441025641
650	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1,30550517948718
651	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0,630715769230769
652	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1,25456335897436
653	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0,633150947368421
654	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1,26203487179487
655	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0,636073358974359
656	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2,08776502564103
657	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0,638856789473684
658	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1,26111930769231
659	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1,25579515384615
660	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0,631494641025641
661	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1,25716932432432
662	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0,643477384615385
663	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1,26645120512821
664	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0,623675923076923
665	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0,641178692307693
666	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1,26856268421053
667	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	2,06613666666667
668	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2,08528102564103
669	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1,25751987179487
670	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	20,0033302307692
671	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2565189487179
672	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	19,9823619210526
673	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2449133
674	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	19,9645311351351
675	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	20,031858948718
676	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2639693333333
677	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2768014864865
678	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	19,9746037368421
679	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0,504412666666667
680	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	21,2188106666667
681	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	20,0124338157895
682	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	21,2265494102564
683	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	20,0014086923077
684	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	19,9962281282051
685	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	21,2706180540541
686	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	21,238933972973
687	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	20,0257292368421
688	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2913026315789
689	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	20,0028300769231
690	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0,569262564102564
691	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2651872307692
692	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	19,9844371052632
693	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	20,0093801052632
694	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	21,2191669210526
695	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	21,3090596666667
696	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	19,9847887179487
697	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2395042368421
698	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	19,9770086666667
699	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	21,2342937894737
700	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	20,0207369473684
701	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	3,24620338461538
702	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	19,9734740833333
703	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	21,2629071578947
704	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	21,2931858157895
705	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9609112631579
706	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	21,2655843421053
707	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9645400769231
708	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	21,2864443157895
709	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9973178461538
710	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9973208947368
711	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	21,28421035
712	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	3,27682117948718
713	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	21,245792475
714	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9701404871795
715	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	21,2480936666667
716	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9261343076923
717	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	21,2984974594595
718	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9904061315789
719	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	19,9531823846154
720	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	21,271283325
721	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	21,2488251351351
722	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	19,9129088461538
723	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0,369515157894737
724	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	21,1927161578947
725	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	19,9085485128205
726	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	21,1989758684211
727	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	19,9323106410256
728	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	19,9207522564103
729	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	21,2104871794872
730	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	21,2463055263158
731	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	19,9286051052632
732	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	21,2015799736842
733	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	19,9231647105263
734	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	2,04281912820513
735	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	21,2674378684211
736	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	19,95687025
737	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	19,9591601052632
738	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	21,1766066666667
739	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	21,1745932777778
740	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0,61270082051282
741	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1,25254310810811
742	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0,62926582051282
743	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1,24749945945946
744	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0,64052
745	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0,388895128205128
746	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0,629887076923077
747	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1,25802888888889
748	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1,24390620512821
749	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0,631982923076923
750	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1,24368797368421
751	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0,631441871794872
752	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1,25072341025641
753	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0,63781241025641
754	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0,625970051282051
755	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1,25342241025641
756	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	2,0685938974359
757	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1,25287541025641
758	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0,633404692307692
759	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1,30443723076923
760	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0,641200820512821
761	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1,3027728974359
762	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0,635487076923077
763	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0,641378102564103
764	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1,25508066666667
765	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1,26881252631579
766	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0,651508564102564
767	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0,531498743589744
768	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1,3133862
769	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0,647400564102564
770	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1,27559243589744
771	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0,65035458974359
772	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0,653826512820513
773	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1,31226164102564
774	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1,26265346153846
775	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	20,0178024871795
776	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	21,2528075384615
777	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	20,0215923157895
778	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0,535565435897436
779	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0,583304384615385
780	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	21,2836635384615
781	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	20,0015262894737
782	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	20,024596
783	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	21,2438292820513
784	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	21,2393363684211
785	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	19,9952955384615
786	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	21,2956867297297
787	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	20,011916945946
788	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	21,282735975
789	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	19,9914186111111
790	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0,375801230769231
791	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	19,9961975263158
792	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	21,2547994864865
793	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	21,2229963157895
794	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	19,9648105897436
795	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	21,2486389230769
796	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	20,0147801388889
797	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	21,3124138461538
798	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	19,9053804871795
799	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	19,9045629736842
800	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	21,1898236052632
801	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0,383039153846154
802	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	21,2035748974359
803	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	19,9845127894737
804	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	21,2206015526316
805	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	19,929707025641
806	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	21,2340980789474
807	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	20,0187966486486
808	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	19,9468121578947
809	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	21,2576897368421
810	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	21,1748342631579
811	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0,614594205128205
812	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	3,22339384615385
813	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1,25771371794872
814	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0,631724871794872
815	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1,25722115384615
816	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0,641430794871795
817	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0,629064461538462
818	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1,26934643589744
819	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1,24962741025641
820	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0,63332082051282
821	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1,25682717948718
822	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0,632625051282051
823	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	2,03725030769231
824	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1,25735682051282
825	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0,634508846153846
826	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0,627086128205128
827	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1,26604653846154
828	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1,27131224324324
829	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	20,0117786666667
830	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	21,304009051282
831	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	19,9743373421053
832	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	21,2739844358974
833	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	20,0204040769231
834	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	3,28211023076923
835	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	20,0146817179487
836	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	21,2102822777778
837	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	21,3011482631579
838	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	19,9921350769231
839	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	21,2317394054054
840	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	19,9687042631579
841	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	21,2756522307692
842	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	20,0190965135135
843	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	19,9811974594595
844	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	21,291971675
845	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	2,08312453846154
846	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	21,2474203333333
847	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0,632554076923077
848	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1,31136051282051
849	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0,639103
850	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1,30576256410256
851	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0,642781461538462
852	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0,64805458974359
853	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1,31168969230769
854	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1,30623705128205
855	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	19,9571587948718
856	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0,521094717948718
857	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	21,2738784594595
858	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	19,9874417692308
859	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	21,2562105945946
860	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	19,9343962051282
861	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	19,9711938717949
862	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	21,272041
863	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	21,2309177027027
864	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0,634444666666667
865	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1,26158833333333
866	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0,642219184210526
867	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0,568080717948718
868	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1,2547552972973
869	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	19,9344056153846
870	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	19,9224812894737
871	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	21,2425937948718
872	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	21,2508818648649
873	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0,645380923076923
874	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1,26689141025641
875	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	19,8986015641026
876	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	21,2663816315789
877	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0,643119692307692
878	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	3,25025528205128
879	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	19,9643044054054
880	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1,26663961538462
881	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	21,1979781
882	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0,616064289473684
883	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0,631668333333334
884	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0,64441958974359
885	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0,631216358974359
886	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0,644655666666667
887	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0,634721153846154
888	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0,639872615384615
889	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0,587467435897436
890	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	3,29320935897436
891	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0,626857564102564
892	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0,639950384615384
893	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0,643286868421053
894	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0,641279128205128
895	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0,643885923076923
896	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0,650722897435897
897	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0,644951641025641
898	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0,645974435897436
899	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0,646597717948718
900	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0,615312615384616
